,월,평일/주말,요일,시간대,오전/오후,주간/야간,사고유형,건수
2296,10,평일,화,08시-10시,오전,주간,사고건수,284
2297,10,평일,화,10시-12시,오전,주간,사고건수,243
2298,10,평일,화,12시-14시,오후,주간,사고건수,247
2299,10,평일,화,14시-16시,오후,주간,사고건수,267
2300,10,평일,화,16시-18시,오후,주간,사고건수,319
2301,10,평일,화,18시-20시,오후,야간,사고건수,389
2302,10,평일,화,20시-22시,오후,야간,사고건수,195
2303,10,평일,화,22시-24시,오후,야간,사고건수,184
2304,10,평일,수,00시-02시,오전,야간,사고건수,39
2305,10,평일,수,02시-04시,오전,야간,사고건수,11
2306,10,평일,수,04시-06시,오전,야간,사고건수,39
2307,10,평일,수,06시-08시,오전,야간,사고건수,163
2308,10,평일,수,08시-10시,오전,주간,사고건수,267
2309,10,평일,수,10시-12시,오전,주간,사고건수,239
2310,10,평일,수,12시-14시,오후,주간,사고건수,274
2311,10,평일,수,14시-16시,오후,주간,사고건수,280
2312,10,평일,수,16시-18시,오후,주간,사고건수,338
2313,10,평일,수,18시-20시,오후,야간,사고건수,422
2314,10,평일,수,20시-22시,오후,야간,사고건수,193
2315,10,평일,수,22시-24시,오후,야간,사고건수,159
2316,10,평일,목,00시-02시,오전,야간,사고건수,60
2317,10,평일,목,02시-04시,오전,야간,사고건수,32
2318,10,평일,목,04시-06시,오전,야간,사고건수,53
2319,10,평일,목,06시-08시,오전,야간,사고건수,169
2320,10,평일,목,08시-10시,오전,주간,사고건수,292
2321,10,평일,목,10시-12시,오전,주간,사고건수,253
2322,10,평일,목,12시-14시,오후,주간,사고건수,245
2323,10,평일,목,14시-16시,오후,주간,사고건수,274
2324,10,평일,목,16시-18시,오후,주간,사고건수,306
2325,10,평일,목,18시-20시,오후,야간,사고건수,433
2326,10,평일,목,20시-22시,오후,야간,사고건수,184
2327,10,평일,목,22시-24시,오후,야간,사고건수,165
2328,10,평일,금,00시-02시,오전,야간,사고건수,66
2329,10,평일,금,02시-04시,오전,야간,사고건수,19
2330,10,평일,금,04시-06시,오전,야간,사고건수,61
2331,10,평일,금,06시-08시,오전,야간,사고건수,166
2332,10,평일,금,08시-10시,오전,주간,사고건수,378
2333,10,평일,금,10시-12시,오전,주간,사고건수,361
2334,10,평일,금,12시-14시,오후,주간,사고건수,335
2335,10,평일,금,14시-16시,오후,주간,사고건수,399
2336,10,평일,금,16시-18시,오후,주간,사고건수,460
2337,10,평일,금,18시-20시,오후,야간,사고건수,596
2338,10,평일,금,20시-22시,오후,야간,사고건수,273
2339,10,평일,금,22시-24시,오후,야간,사고건수,319
2340,10,주말,토,00시-02시,오전,야간,사고건수,105
2341,10,주말,토,02시-04시,오전,야간,사고건수,37
2342,10,주말,토,04시-06시,오전,야간,사고건수,66
2343,10,주말,토,06시-08시,오전,야간,사고건수,102
2344,10,주말,토,08시-10시,오전,주간,사고건수,207
2345,10,주말,토,10시-12시,오전,주간,사고건수,317
2346,10,주말,토,12시-14시,오후,주간,사고건수,383
2347,10,주말,토,14시-16시,오후,주간,사고건수,353
2348,10,주말,토,16시-18시,오후,주간,사고건수,353
2349,10,주말,토,18시-20시,오후,야간,사고건수,451
2350,10,주말,토,20시-22시,오후,야간,사고건수,211
2351,10,주말,토,22시-24시,오후,야간,사고건수,277
2352,10,주말,일,00시-02시,오전,야간,사망자수,5
2353,10,주말,일,02시-04시,오전,야간,사망자수,1
2354,10,주말,일,04시-06시,오전,야간,사망자수,1
2355,10,주말,일,06시-08시,오전,야간,사망자수,2
2356,10,주말,일,08시-10시,오전,주간,사망자수,6
2357,10,주말,일,10시-12시,오전,주간,사망자수,2
2358,10,주말,일,12시-14시,오후,주간,사망자수,7
2359,10,주말,일,14시-16시,오후,주간,사망자수,5
2360,10,주말,일,16시-18시,오후,주간,사망자수,5
2361,10,주말,일,18시-20시,오후,야간,사망자수,4
2362,10,주말,일,20시-22시,오후,야간,사망자수,7
2363,10,주말,일,22시-24시,오후,야간,사망자수,4
2364,10,평일,월,00시-02시,오전,야간,사망자수,2
2365,10,평일,월,02시-04시,오전,야간,사망자수,0
2366,10,평일,월,04시-06시,오전,야간,사망자수,3
2367,10,평일,월,06시-08시,오전,야간,사망자수,5
2368,10,평일,월,08시-10시,오전,주간,사망자수,1
2369,10,평일,월,10시-12시,오전,주간,사망자수,5
2370,10,평일,월,12시-14시,오후,주간,사망자수,3
2371,10,평일,월,14시-16시,오후,주간,사망자수,5
2372,10,평일,월,16시-18시,오후,주간,사망자수,4
2373,10,평일,월,18시-20시,오후,야간,사망자수,7
2374,10,평일,월,20시-22시,오후,야간,사망자수,5
2375,10,평일,월,22시-24시,오후,야간,사망자수,3
2376,10,평일,화,00시-02시,오전,야간,사망자수,0
2377,10,평일,화,02시-04시,오전,야간,사망자수,1
2378,10,평일,화,04시-06시,오전,야간,사망자수,1
2379,10,평일,화,06시-08시,오전,야간,사망자수,3
2380,10,평일,화,08시-10시,오전,주간,사망자수,1
2381,10,평일,화,10시-12시,오전,주간,사망자수,3
2382,10,평일,화,12시-14시,오후,주간,사망자수,5
2383,10,평일,화,14시-16시,오후,주간,사망자수,4
2384,10,평일,화,16시-18시,오후,주간,사망자수,1
2385,10,평일,화,18시-20시,오후,야간,사망자수,4
2386,10,평일,화,20시-22시,오후,야간,사망자수,5
2387,10,평일,화,22시-24시,오후,야간,사망자수,4
2388,10,평일,수,00시-02시,오전,야간,사망자수,4
2389,10,평일,수,02시-04시,오전,야간,사망자수,1
2390,10,평일,수,04시-06시,오전,야간,사망자수,3
2391,10,평일,수,06시-08시,오전,야간,사망자수,5
2392,10,평일,수,08시-10시,오전,주간,사망자수,2
2393,10,평일,수,10시-12시,오전,주간,사망자수,5
2394,10,평일,수,12시-14시,오후,주간,사망자수,2
2395,10,평일,수,14시-16시,오후,주간,사망자수,6
2396,10,평일,수,16시-18시,오후,주간,사망자수,3
2397,10,평일,수,18시-20시,오후,야간,사망자수,6
2398,10,평일,수,20시-22시,오후,야간,사망자수,3
2399,10,평일,수,22시-24시,오후,야간,사망자수,4
2400,10,평일,목,00시-02시,오전,야간,사망자수,3
2401,10,평일,목,02시-04시,오전,야간,사망자수,3
2402,10,평일,목,04시-06시,오전,야간,사망자수,5
2403,10,평일,목,06시-08시,오전,야간,사망자수,7
2404,10,평일,목,08시-10시,오전,주간,사망자수,2
2405,10,평일,목,10시-12시,오전,주간,사망자수,2
2406,10,평일,목,12시-14시,오후,주간,사망자수,5
2407,10,평일,목,14시-16시,오후,주간,사망자수,5
2408,10,평일,목,16시-18시,오후,주간,사망자수,2
2409,10,평일,목,18시-20시,오후,야간,사망자수,11
2410,10,평일,목,20시-22시,오후,야간,사망자수,5
2411,10,평일,목,22시-24시,오후,야간,사망자수,6
2412,10,평일,금,00시-02시,오전,야간,사망자수,3
2413,10,평일,금,02시-04시,오전,야간,사망자수,3
2414,10,평일,금,04시-06시,오전,야간,사망자수,3
2415,10,평일,금,06시-08시,오전,야간,사망자수,1
2416,10,평일,금,08시-10시,오전,주간,사망자수,2
2417,10,평일,금,10시-12시,오전,주간,사망자수,6
2418,10,평일,금,12시-14시,오후,주간,사망자수,4
2419,10,평일,금,14시-16시,오후,주간,사망자수,7
2420,10,평일,금,16시-18시,오후,주간,사망자수,5
2421,10,평일,금,18시-20시,오후,야간,사망자수,8
2422,10,평일,금,20시-22시,오후,야간,사망자수,4
2423,10,평일,금,22시-24시,오후,야간,사망자수,6
2424,10,주말,토,00시-02시,오전,야간,사망자수,0
2425,10,주말,토,02시-04시,오전,야간,사망자수,4
2426,10,주말,토,04시-06시,오전,야간,사망자수,0
2427,10,주말,토,06시-08시,오전,야간,사망자수,4
2428,10,주말,토,08시-10시,오전,주간,사망자수,1
2429,10,주말,토,10시-12시,오전,주간,사망자수,3
2430,10,주말,토,12시-14시,오후,주간,사망자수,2
2431,10,주말,토,14시-16시,오후,주간,사망자수,5
2432,10,주말,토,16시-18시,오후,주간,사망자수,3
2433,10,주말,토,18시-20시,오후,야간,사망자수,8
2434,10,주말,토,20시-22시,오후,야간,사망자수,1
2435,10,주말,토,22시-24시,오후,야간,사망자수,5
2436,10,주말,일,00시-02시,오전,야간,부상자수,180
2437,10,주말,일,02시-04시,오전,야간,부상자수,78
2438,10,주말,일,04시-06시,오전,야간,부상자수,45
2439,10,주말,일,06시-08시,오전,야간,부상자수,114
2440,10,주말,일,08시-10시,오전,주간,부상자수,187
2441,10,주말,일,10시-12시,오전,주간,부상자수,387
2442,10,주말,일,12시-14시,오후,주간,부상자수,506
2443,10,주말,일,14시-16시,오후,주간,부상자수,498
2444,10,주말,일,16시-18시,오후,주간,부상자수,513
2445,10,주말,일,18시-20시,오후,야간,부상자수,644
2446,10,주말,일,20시-22시,오후,야간,부상자수,420
2447,10,주말,일,22시-24시,오후,야간,부상자수,264
2448,10,평일,월,00시-02시,오전,야간,부상자수,64
2449,10,평일,월,02시-04시,오전,야간,부상자수,22
2450,10,평일,월,04시-06시,오전,야간,부상자수,92
2451,10,평일,월,06시-08시,오전,야간,부상자수,153
2452,10,평일,월,08시-10시,오전,주간,부상자수,351
2453,10,평일,월,10시-12시,오전,주간,부상자수,307
2454,10,평일,월,12시-14시,오후,주간,부상자수,414
2455,10,평일,월,14시-16시,오후,주간,부상자수,435
2456,10,평일,월,16시-18시,오후,주간,부상자수,447
2457,10,평일,월,18시-20시,오후,야간,부상자수,591
2458,10,평일,월,20시-22시,오후,야간,부상자수,310
2459,10,평일,월,22시-24시,오후,야간,부상자수,228
2460,10,평일,화,00시-02시,오전,야간,부상자수,76
2461,10,평일,화,02시-04시,오전,야간,부상자수,18
2462,10,평일,화,04시-06시,오전,야간,부상자수,67
2463,10,평일,화,06시-08시,오전,야간,부상자수,161
2464,10,평일,화,08시-10시,오전,주간,부상자수,405
2465,10,평일,화,10시-12시,오전,주간,부상자수,372
2466,10,평일,화,12시-14시,오후,주간,부상자수,329
2467,10,평일,화,14시-16시,오후,주간,부상자수,389
2468,10,평일,화,16시-18시,오후,주간,부상자수,431
2469,10,평일,화,18시-20시,오후,야간,부상자수,516
2470,10,평일,화,20시-22시,오후,야간,부상자수,253
2471,10,평일,화,22시-24시,오후,야간,부상자수,267
2472,10,평일,수,00시-02시,오전,야간,부상자수,51
2473,10,평일,수,02시-04시,오전,야간,부상자수,15
2474,10,평일,수,04시-06시,오전,야간,부상자수,54
2475,10,평일,수,06시-08시,오전,야간,부상자수,221
2476,10,평일,수,08시-10시,오전,주간,부상자수,388
2477,10,평일,수,10시-12시,오전,주간,부상자수,320
2478,10,평일,수,12시-14시,오후,주간,부상자수,391
2479,10,평일,수,14시-16시,오후,주간,부상자수,412
2480,10,평일,수,16시-18시,오후,주간,부상자수,430
2481,10,평일,수,18시-20시,오후,야간,부상자수,590
2482,10,평일,수,20시-22시,오후,야간,부상자수,273
2483,10,평일,수,22시-24시,오후,야간,부상자수,225
2484,10,평일,목,00시-02시,오전,야간,부상자수,81
2485,10,평일,목,02시-04시,오전,야간,부상자수,45
2486,10,평일,목,04시-06시,오전,야간,부상자수,65
2487,10,평일,목,06시-08시,오전,야간,부상자수,205
2488,10,평일,목,08시-10시,오전,주간,부상자수,415
2489,10,평일,목,10시-12시,오전,주간,부상자수,352
2490,10,평일,목,12시-14시,오후,주간,부상자수,336
2491,10,평일,목,14시-16시,오후,주간,부상자수,397
2492,10,평일,목,16시-18시,오후,주간,부상자수,408
2493,10,평일,목,18시-20시,오후,야간,부상자수,616
2494,10,평일,목,20시-22시,오후,야간,부상자수,233
2495,10,평일,목,22시-24시,오후,야간,부상자수,240
2496,10,평일,금,00시-02시,오전,야간,부상자수,98
2497,10,평일,금,02시-04시,오전,야간,부상자수,20
2498,10,평일,금,04시-06시,오전,야간,부상자수,79
2499,10,평일,금,06시-08시,오전,야간,부상자수,223
2500,10,평일,금,08시-10시,오전,주간,부상자수,502
2501,10,평일,금,10시-12시,오전,주간,부상자수,473
2502,10,평일,금,12시-14시,오후,주간,부상자수,443
2503,10,평일,금,14시-16시,오후,주간,부상자수,565
2504,10,평일,금,16시-18시,오후,주간,부상자수,643
2505,10,평일,금,18시-20시,오후,야간,부상자수,824
2506,10,평일,금,20시-22시,오후,야간,부상자수,389
2507,10,평일,금,22시-24시,오후,야간,부상자수,492
2508,10,주말,토,00시-02시,오전,야간,부상자수,163
2509,10,주말,토,02시-04시,오전,야간,부상자수,50
2510,10,주말,토,04시-06시,오전,야간,부상자수,95
2511,10,주말,토,06시-08시,오전,야간,부상자수,138
2512,10,주말,토,08시-10시,오전,주간,부상자수,286
2513,10,주말,토,10시-12시,오전,주간,부상자수,465
2514,10,주말,토,12시-14시,오후,주간,부상자수,585
2515,10,주말,토,14시-16시,오후,주간,부상자수,530
2516,10,주말,토,16시-18시,오후,주간,부상자수,548
2517,10,주말,토,18시-20시,오후,야간,부상자수,671
2518,10,주말,토,20시-22시,오후,야간,부상자수,305
2519,10,주말,토,22시-24시,오후,야간,부상자수,423
2520,11,주말,일,00시-02시,오전,야간,사고건수,114
2521,11,주말,일,02시-04시,오전,야간,사고건수,77
2522,11,주말,일,04시-06시,오전,야간,사고건수,41
2523,11,주말,일,06시-08시,오전,야간,사고건수,50
2524,11,주말,일,08시-10시,오전,주간,사고건수,81
2525,11,주말,일,10시-12시,오전,주간,사고건수,199
2526,11,주말,일,12시-14시,오후,주간,사고건수,228
2527,11,주말,일,14시-16시,오후,주간,사고건수,263
2528,11,주말,일,16시-18시,오후,주간,사고건수,241
2529,11,주말,일,18시-20시,오후,야간,사고건수,275
2530,11,주말,일,20시-22시,오후,야간,사고건수,182
2531,11,주말,일,22시-24시,오후,야간,사고건수,125
2532,11,평일,월,00시-02시,오전,야간,사고건수,94
2533,11,평일,월,02시-04시,오전,야간,사고건수,44
2534,11,평일,월,04시-06시,오전,야간,사고건수,70
2535,11,평일,월,06시-08시,오전,야간,사고건수,232
2536,11,평일,월,08시-10시,오전,주간,사고건수,336
2537,11,평일,월,10시-12시,오전,주간,사고건수,310
2538,11,평일,월,12시-14시,오후,주간,사고건수,327
2539,11,평일,월,14시-16시,오후,주간,사고건수,369
2540,11,평일,월,16시-18시,오후,주간,사고건수,433
2541,11,평일,월,18시-20시,오후,야간,사고건수,464
2542,11,평일,월,20시-22시,오후,야간,사고건수,229
2543,11,평일,월,22시-24시,오후,야간,사고건수,172
2544,11,평일,화,00시-02시,오전,야간,사고건수,113
2545,11,평일,화,02시-04시,오전,야간,사고건수,38
2546,11,평일,화,04시-06시,오전,야간,사고건수,59
2547,11,평일,화,06시-08시,오전,야간,사고건수,228
2548,11,평일,화,08시-10시,오전,주간,사고건수,370
2549,11,평일,화,10시-12시,오전,주간,사고건수,332
2550,11,평일,화,12시-14시,오후,주간,사고건수,291
2551,11,평일,화,14시-16시,오후,주간,사고건수,295
2552,11,평일,화,16시-18시,오후,주간,사고건수,457
2553,11,평일,화,18시-20시,오후,야간,사고건수,473
2554,11,평일,화,20시-22시,오후,야간,사고건수,244
2555,11,평일,화,22시-24시,오후,야간,사고건수,179
2556,11,평일,수,00시-02시,오전,야간,사고건수,66
2557,11,평일,수,02시-04시,오전,야간,사고건수,37
2558,11,평일,수,04시-06시,오전,야간,사고건수,53
2559,11,평일,수,06시-08시,오전,야간,사고건수,172
2560,11,평일,수,08시-10시,오전,주간,사고건수,271
2561,11,평일,수,10시-12시,오전,주간,사고건수,253
2562,11,평일,수,12시-14시,오후,주간,사고건수,259
2563,11,평일,수,14시-16시,오후,주간,사고건수,256
2564,11,평일,수,16시-18시,오후,주간,사고건수,326
2565,11,평일,수,18시-20시,오후,야간,사고건수,440
2566,11,평일,수,20시-22시,오후,야간,사고건수,191
2567,11,평일,수,22시-24시,오후,야간,사고건수,146
2568,11,평일,목,00시-02시,오전,야간,사고건수,87
2569,11,평일,목,02시-04시,오전,야간,사고건수,48
2570,11,평일,목,04시-06시,오전,야간,사고건수,52
2571,11,평일,목,06시-08시,오전,야간,사고건수,177
2572,11,평일,목,08시-10시,오전,주간,사고건수,294
2573,11,평일,목,10시-12시,오전,주간,사고건수,241
2574,11,평일,목,12시-14시,오후,주간,사고건수,228
2575,11,평일,목,14시-16시,오후,주간,사고건수,255
2576,11,평일,목,16시-18시,오후,주간,사고건수,368
2577,11,평일,목,18시-20시,오후,야간,사고건수,397
2578,11,평일,목,20시-22시,오후,야간,사고건수,174
2579,11,평일,목,22시-24시,오후,야간,사고건수,161
2580,11,평일,금,00시-02시,오전,야간,사고건수,100
2581,11,평일,금,02시-04시,오전,야간,사고건수,56
2582,11,평일,금,04시-06시,오전,야간,사고건수,53
2583,11,평일,금,06시-08시,오전,야간,사고건수,156
2584,11,평일,금,08시-10시,오전,주간,사고건수,296
2585,11,평일,금,10시-12시,오전,주간,사고건수,238
2586,11,평일,금,12시-14시,오후,주간,사고건수,283
2587,11,평일,금,14시-16시,오후,주간,사고건수,278
2588,11,평일,금,16시-18시,오후,주간,사고건수,390
2589,11,평일,금,18시-20시,오후,야간,사고건수,452
2590,11,평일,금,20시-22시,오후,야간,사고건수,248
2591,11,평일,금,22시-24시,오후,야간,사고건수,181
2592,11,주말,토,00시-02시,오전,야간,사고건수,137
2593,11,주말,토,02시-04시,오전,야간,사고건수,63
2594,11,주말,토,04시-06시,오전,야간,사고건수,62
2595,11,주말,토,06시-08시,오전,야간,사고건수,94
2596,11,주말,토,08시-10시,오전,주간,사고건수,146
2597,11,주말,토,10시-12시,오전,주간,사고건수,274
2598,11,주말,토,12시-14시,오후,주간,사고건수,303
2599,11,주말,토,14시-16시,오후,주간,사고건수,308
2600,11,주말,토,16시-18시,오후,주간,사고건수,315
2601,11,주말,토,18시-20시,오후,야간,사고건수,327
2602,11,주말,토,20시-22시,오후,야간,사고건수,200
2603,11,주말,토,22시-24시,오후,야간,사고건수,149
2604,11,주말,일,00시-02시,오전,야간,사망자수,3
2605,11,주말,일,02시-04시,오전,야간,사망자수,3
2606,11,주말,일,04시-06시,오전,야간,사망자수,2
2607,11,주말,일,06시-08시,오전,야간,사망자수,1
2608,11,주말,일,08시-10시,오전,주간,사망자수,0
2609,11,주말,일,10시-12시,오전,주간,사망자수,5
2610,11,주말,일,12시-14시,오후,주간,사망자수,1
2611,11,주말,일,14시-16시,오후,주간,사망자수,2
2612,11,주말,일,16시-18시,오후,주간,사망자수,3
2613,11,주말,일,18시-20시,오후,야간,사망자수,5
2614,11,주말,일,20시-22시,오후,야간,사망자수,0
2615,11,주말,일,22시-24시,오후,야간,사망자수,0
2616,11,평일,월,00시-02시,오전,야간,사망자수,6
2617,11,평일,월,02시-04시,오전,야간,사망자수,2
2618,11,평일,월,04시-06시,오전,야간,사망자수,8
2619,11,평일,월,06시-08시,오전,야간,사망자수,6
2620,11,평일,월,08시-10시,오전,주간,사망자수,7
2621,11,평일,월,10시-12시,오전,주간,사망자수,4
2622,11,평일,월,12시-14시,오후,주간,사망자수,4
2623,11,평일,월,14시-16시,오후,주간,사망자수,3
2624,11,평일,월,16시-18시,오후,주간,사망자수,5
2625,11,평일,월,18시-20시,오후,야간,사망자수,2
2626,11,평일,월,20시-22시,오후,야간,사망자수,4
2627,11,평일,월,22시-24시,오후,야간,사망자수,5
2628,11,평일,화,00시-02시,오전,야간,사망자수,0
2629,11,평일,화,02시-04시,오전,야간,사망자수,1
2630,11,평일,화,04시-06시,오전,야간,사망자수,2
2631,11,평일,화,06시-08시,오전,야간,사망자수,9
2632,11,평일,화,08시-10시,오전,주간,사망자수,7
2633,11,평일,화,10시-12시,오전,주간,사망자수,2
2634,11,평일,화,12시-14시,오후,주간,사망자수,2
2635,11,평일,화,14시-16시,오후,주간,사망자수,3
2636,11,평일,화,16시-18시,오후,주간,사망자수,8
2637,11,평일,화,18시-20시,오후,야간,사망자수,7
2638,11,평일,화,20시-22시,오후,야간,사망자수,4
2639,11,평일,화,22시-24시,오후,야간,사망자수,3
2640,11,평일,수,00시-02시,오전,야간,사망자수,3
2641,11,평일,수,02시-04시,오전,야간,사망자수,1
2642,11,평일,수,04시-06시,오전,야간,사망자수,4
2643,11,평일,수,06시-08시,오전,야간,사망자수,8
2644,11,평일,수,08시-10시,오전,주간,사망자수,1
2645,11,평일,수,10시-12시,오전,주간,사망자수,5
2646,11,평일,수,12시-14시,오후,주간,사망자수,4
2647,11,평일,수,14시-16시,오후,주간,사망자수,5
2648,11,평일,수,16시-18시,오후,주간,사망자수,2
2649,11,평일,수,18시-20시,오후,야간,사망자수,4
2650,11,평일,수,20시-22시,오후,야간,사망자수,0
2651,11,평일,수,22시-24시,오후,야간,사망자수,3
2652,11,평일,목,00시-02시,오전,야간,사망자수,1
2653,11,평일,목,02시-04시,오전,야간,사망자수,4
2654,11,평일,목,04시-06시,오전,야간,사망자수,2
2655,11,평일,목,06시-08시,오전,야간,사망자수,6
2656,11,평일,목,08시-10시,오전,주간,사망자수,2
2657,11,평일,목,10시-12시,오전,주간,사망자수,6
2658,11,평일,목,12시-14시,오후,주간,사망자수,6
2659,11,평일,목,14시-16시,오후,주간,사망자수,5
2660,11,평일,목,16시-18시,오후,주간,사망자수,0
2661,11,평일,목,18시-20시,오후,야간,사망자수,5
2662,11,평일,목,20시-22시,오후,야간,사망자수,1
2663,11,평일,목,22시-24시,오후,야간,사망자수,4
2664,11,평일,금,00시-02시,오전,야간,사망자수,2
2665,11,평일,금,02시-04시,오전,야간,사망자수,2
2666,11,평일,금,04시-06시,오전,야간,사망자수,2
2667,11,평일,금,06시-08시,오전,야간,사망자수,5
2668,11,평일,금,08시-10시,오전,주간,사망자수,4
2669,11,평일,금,10시-12시,오전,주간,사망자수,2
2670,11,평일,금,12시-14시,오후,주간,사망자수,4
2671,11,평일,금,14시-16시,오후,주간,사망자수,6
2672,11,평일,금,16시-18시,오후,주간,사망자수,3
2673,11,평일,금,18시-20시,오후,야간,사망자수,6
2674,11,평일,금,20시-22시,오후,야간,사망자수,3
2675,11,평일,금,22시-24시,오후,야간,사망자수,6
2676,11,주말,토,00시-02시,오전,야간,사망자수,3
2677,11,주말,토,02시-04시,오전,야간,사망자수,1
2678,11,주말,토,04시-06시,오전,야간,사망자수,0
2679,11,주말,토,06시-08시,오전,야간,사망자수,5
2680,11,주말,토,08시-10시,오전,주간,사망자수,0
2681,11,주말,토,10시-12시,오전,주간,사망자수,1
2682,11,주말,토,12시-14시,오후,주간,사망자수,5
2683,11,주말,토,14시-16시,오후,주간,사망자수,2
2684,11,주말,토,16시-18시,오후,주간,사망자수,4
2685,11,주말,토,18시-20시,오후,야간,사망자수,5
2686,11,주말,토,20시-22시,오후,야간,사망자수,1
2687,11,주말,토,22시-24시,오후,야간,사망자수,2
2688,11,주말,일,00시-02시,오전,야간,부상자수,178
2689,11,주말,일,02시-04시,오전,야간,부상자수,102
2690,11,주말,일,04시-06시,오전,야간,부상자수,63
2691,11,주말,일,06시-08시,오전,야간,부상자수,73
2692,11,주말,일,08시-10시,오전,주간,부상자수,122
2693,11,주말,일,10시-12시,오전,주간,부상자수,303
2694,11,주말,일,12시-14시,오후,주간,부상자수,381
2695,11,주말,일,14시-16시,오후,주간,부상자수,429
2696,11,주말,일,16시-18시,오후,주간,부상자수,395
2697,11,주말,일,18시-20시,오후,야간,부상자수,405
2698,11,주말,일,20시-22시,오후,야간,부상자수,267
2699,11,주말,일,22시-24시,오후,야간,부상자수,188
2700,11,평일,월,00시-02시,오전,야간,부상자수,141
2701,11,평일,월,02시-04시,오전,야간,부상자수,63
2702,11,평일,월,04시-06시,오전,야간,부상자수,84
2703,11,평일,월,06시-08시,오전,야간,부상자수,304
2704,11,평일,월,08시-10시,오전,주간,부상자수,482
2705,11,평일,월,10시-12시,오전,주간,부상자수,399
2706,11,평일,월,12시-14시,오후,주간,부상자수,489
2707,11,평일,월,14시-16시,오후,주간,부상자수,528
2708,11,평일,월,16시-18시,오후,주간,부상자수,617
2709,11,평일,월,18시-20시,오후,야간,부상자수,644
2710,11,평일,월,20시-22시,오후,야간,부상자수,323
2711,11,평일,월,22시-24시,오후,야간,부상자수,237
2712,11,평일,화,00시-02시,오전,야간,부상자수,159
2713,11,평일,화,02시-04시,오전,야간,부상자수,52
2714,11,평일,화,04시-06시,오전,야간,부상자수,87
2715,11,평일,화,06시-08시,오전,야간,부상자수,363
2716,11,평일,화,08시-10시,오전,주간,부상자수,475
2717,11,평일,화,10시-12시,오전,주간,부상자수,463
2718,11,평일,화,12시-14시,오후,주간,부상자수,394
2719,11,평일,화,14시-16시,오후,주간,부상자수,402
2720,11,평일,화,16시-18시,오후,주간,부상자수,598
2721,11,평일,화,18시-20시,오후,야간,부상자수,602
2722,11,평일,화,20시-22시,오후,야간,부상자수,351
2723,11,평일,화,22시-24시,오후,야간,부상자수,270
2724,11,평일,수,00시-02시,오전,야간,부상자수,92
2725,11,평일,수,02시-04시,오전,야간,부상자수,48
2726,11,평일,수,04시-06시,오전,야간,부상자수,80
2727,11,평일,수,06시-08시,오전,야간,부상자수,259
2728,11,평일,수,08시-10시,오전,주간,부상자수,366
2729,11,평일,수,10시-12시,오전,주간,부상자수,339
2730,11,평일,수,12시-14시,오후,주간,부상자수,352
2731,11,평일,수,14시-16시,오후,주간,부상자수,362
2732,11,평일,수,16시-18시,오후,주간,부상자수,450
2733,11,평일,수,18시-20시,오후,야간,부상자수,638
2734,11,평일,수,20시-22시,오후,야간,부상자수,273
2735,11,평일,수,22시-24시,오후,야간,부상자수,206
2736,11,평일,목,00시-02시,오전,야간,부상자수,130
2737,11,평일,목,02시-04시,오전,야간,부상자수,69
2738,11,평일,목,04시-06시,오전,야간,부상자수,61
2739,11,평일,목,06시-08시,오전,야간,부상자수,245
2740,11,평일,목,08시-10시,오전,주간,부상자수,390
2741,11,평일,목,10시-12시,오전,주간,부상자수,327
2742,11,평일,목,12시-14시,오후,주간,부상자수,302
2743,11,평일,목,14시-16시,오후,주간,부상자수,331
2744,11,평일,목,16시-18시,오후,주간,부상자수,507
2745,11,평일,목,18시-20시,오후,야간,부상자수,540
2746,11,평일,목,20시-22시,오후,야간,부상자수,252
2747,11,평일,목,22시-24시,오후,야간,부상자수,233
2748,11,평일,금,00시-02시,오전,야간,부상자수,132
2749,11,평일,금,02시-04시,오전,야간,부상자수,99
2750,11,평일,금,04시-06시,오전,야간,부상자수,66
2751,11,평일,금,06시-08시,오전,야간,부상자수,194
2752,11,평일,금,08시-10시,오전,주간,부상자수,407
2753,11,평일,금,10시-12시,오전,주간,부상자수,322
2754,11,평일,금,12시-14시,오후,주간,부상자수,399
2755,11,평일,금,14시-16시,오후,주간,부상자수,393
2756,11,평일,금,16시-18시,오후,주간,부상자수,540
2757,11,평일,금,18시-20시,오후,야간,부상자수,630
2758,11,평일,금,20시-22시,오후,야간,부상자수,357
2759,11,평일,금,22시-24시,오후,야간,부상자수,252
2760,11,주말,토,00시-02시,오전,야간,부상자수,208
2761,11,주말,토,02시-04시,오전,야간,부상자수,88
2762,11,주말,토,04시-06시,오전,야간,부상자수,74
2763,11,주말,토,06시-08시,오전,야간,부상자수,124
2764,11,주말,토,08시-10시,오전,주간,부상자수,237
2765,11,주말,토,10시-12시,오전,주간,부상자수,423
2766,11,주말,토,12시-14시,오후,주간,부상자수,459
2767,11,주말,토,14시-16시,오후,주간,부상자수,503
2768,11,주말,토,16시-18시,오후,주간,부상자수,488
2769,11,주말,토,18시-20시,오후,야간,부상자수,504
2770,11,주말,토,20시-22시,오후,야간,부상자수,294
2771,11,주말,토,22시-24시,오후,야간,부상자수,228
2772,12,주말,일,00시-02시,오전,야간,사고건수,94
2773,12,주말,일,02시-04시,오전,야간,사고건수,34
2774,12,주말,일,04시-06시,오전,야간,사고건수,31
2775,12,주말,일,06시-08시,오전,야간,사고건수,42
2776,12,주말,일,08시-10시,오전,주간,사고건수,82
