도로형태,시간대,사고수,월,유형
고가도로위,00시-02시,2,08,부상자수
고가도로위,02시-04시,1,08,부상자수
고가도로위,04시-06시,1,08,부상자수
고가도로위,06시-08시,4,08,부상자수
고가도로위,08시-10시,14,08,부상자수
고가도로위,10시-12시,13,08,부상자수
고가도로위,12시-14시,10,08,부상자수
고가도로위,14시-16시,9,08,부상자수
고가도로위,16시-18시,9,08,부상자수
고가도로위,18시-20시,7,08,부상자수
고가도로위,20시-22시,6,08,부상자수
고가도로위,22시-24시,4,08,부상자수
지하차도(도로)내,00시-02시,5,08,부상자수
지하차도(도로)내,02시-04시,6,08,부상자수
지하차도(도로)내,04시-06시,2,08,부상자수
지하차도(도로)내,06시-08시,5,08,부상자수
지하차도(도로)내,08시-10시,15,08,부상자수
지하차도(도로)내,10시-12시,28,08,부상자수
지하차도(도로)내,12시-14시,44,08,부상자수
지하차도(도로)내,14시-16시,23,08,부상자수
지하차도(도로)내,16시-18시,54,08,부상자수
지하차도(도로)내,18시-20시,36,08,부상자수
지하차도(도로)내,20시-22시,25,08,부상자수
지하차도(도로)내,22시-24시,10,08,부상자수
교차로내,00시-02시,181,08,부상자수
교차로내,02시-04시,78,08,부상자수
교차로내,04시-06시,136,08,부상자수
교차로내,06시-08시,350,08,부상자수
교차로내,08시-10시,772,08,부상자수
교차로내,10시-12시,795,08,부상자수
교차로내,12시-14시,993,08,부상자수
교차로내,14시-16시,977,08,부상자수
교차로내,16시-18시,935,08,부상자수
교차로내,18시-20시,974,08,부상자수
교차로내,20시-22시,884,08,부상자수
교차로내,22시-24시,470,08,부상자수
교차로횡단보도내,00시-02시,7,08,부상자수
교차로횡단보도내,02시-04시,3,08,부상자수
교차로횡단보도내,04시-06시,3,08,부상자수
교차로횡단보도내,06시-08시,33,08,부상자수
교차로횡단보도내,08시-10시,59,08,부상자수
교차로횡단보도내,10시-12시,68,08,부상자수
교차로횡단보도내,12시-14시,59,08,부상자수
교차로횡단보도내,14시-16시,58,08,부상자수
교차로횡단보도내,16시-18시,88,08,부상자수
교차로횡단보도내,18시-20시,86,08,부상자수
교차로횡단보도내,20시-22시,67,08,부상자수
교차로횡단보도내,22시-24시,43,08,부상자수
교차로부근,00시-02시,95,08,부상자수
교차로부근,02시-04시,44,08,부상자수
교차로부근,04시-06시,64,08,부상자수
교차로부근,06시-08시,143,08,부상자수
교차로부근,08시-10시,274,08,부상자수
교차로부근,10시-12시,365,08,부상자수
교차로부근,12시-14시,480,08,부상자수
교차로부근,14시-16시,488,08,부상자수
교차로부근,16시-18시,460,08,부상자수
교차로부근,18시-20시,428,08,부상자수
교차로부근,20시-22시,440,08,부상자수
교차로부근,22시-24시,303,08,부상자수
터널안,00시-02시,2,09,사고건수
터널안,02시-04시,1,09,사고건수
터널안,04시-06시,3,09,사고건수
터널안,06시-08시,5,09,사고건수
터널안,08시-10시,9,09,사고건수
터널안,10시-12시,13,09,사고건수
터널안,12시-14시,6,09,사고건수
터널안,14시-16시,10,09,사고건수
터널안,16시-18시,10,09,사고건수
터널안,18시-20시,12,09,사고건수
터널안,20시-22시,4,09,사고건수
터널안,22시-24시,7,09,사고건수
교량위,00시-02시,7,09,사고건수
교량위,02시-04시,4,09,사고건수
교량위,04시-06시,3,09,사고건수
교량위,06시-08시,4,09,사고건수
교량위,08시-10시,9,09,사고건수
교량위,10시-12시,13,09,사고건수
교량위,12시-14시,15,09,사고건수
교량위,14시-16시,15,09,사고건수
교량위,16시-18시,15,09,사고건수
교량위,18시-20시,24,09,사고건수
교량위,20시-22시,16,09,사고건수
교량위,22시-24시,12,09,사고건수
고가도로위,00시-02시,6,09,사고건수
고가도로위,02시-04시,1,09,사고건수
고가도로위,04시-06시,5,09,사고건수
고가도로위,06시-08시,3,09,사고건수
고가도로위,08시-10시,3,09,사고건수
고가도로위,10시-12시,6,09,사고건수
고가도로위,12시-14시,6,09,사고건수
고가도로위,14시-16시,5,09,사고건수
고가도로위,16시-18시,4,09,사고건수
고가도로위,18시-20시,13,09,사고건수
고가도로위,20시-22시,3,09,사고건수
고가도로위,22시-24시,8,09,사고건수
지하차도(도로)내,00시-02시,7,09,사고건수
지하차도(도로)내,02시-04시,2,09,사고건수
지하차도(도로)내,04시-06시,5,09,사고건수
지하차도(도로)내,06시-08시,6,09,사고건수
지하차도(도로)내,08시-10시,15,09,사고건수
지하차도(도로)내,10시-12시,17,09,사고건수
지하차도(도로)내,12시-14시,13,09,사고건수
지하차도(도로)내,14시-16시,25,09,사고건수
지하차도(도로)내,16시-18시,22,09,사고건수
지하차도(도로)내,18시-20시,25,09,사고건수
지하차도(도로)내,20시-22시,14,09,사고건수
지하차도(도로)내,22시-24시,12,09,사고건수
교차로내,00시-02시,140,09,사고건수
교차로내,02시-04시,52,09,사고건수
교차로내,04시-06시,128,09,사고건수
교차로내,06시-08시,273,09,사고건수
교차로내,08시-10시,534,09,사고건수
교차로내,10시-12시,563,09,사고건수
교차로내,12시-14시,606,09,사고건수
교차로내,14시-16시,635,09,사고건수
교차로내,16시-18시,691,09,사고건수
교차로내,18시-20시,712,09,사고건수
교차로내,20시-22시,496,09,사고건수
교차로내,22시-24시,327,09,사고건수
교차로횡단보도내,00시-02시,11,09,사고건수
교차로횡단보도내,02시-04시,5,09,사고건수
교차로횡단보도내,04시-06시,14,09,사고건수
교차로횡단보도내,06시-08시,24,09,사고건수
교차로횡단보도내,08시-10시,67,09,사고건수
교차로횡단보도내,10시-12시,53,09,사고건수
교차로횡단보도내,12시-14시,51,09,사고건수
교차로횡단보도내,14시-16시,63,09,사고건수
교차로횡단보도내,16시-18시,82,09,사고건수
교차로횡단보도내,18시-20시,128,09,사고건수
교차로횡단보도내,20시-22시,62,09,사고건수
교차로횡단보도내,22시-24시,47,09,사고건수
교차로부근,00시-02시,64,09,사고건수
교차로부근,02시-04시,26,09,사고건수
교차로부근,04시-06시,35,09,사고건수
교차로부근,06시-08시,113,09,사고건수
교차로부근,08시-10시,238,09,사고건수
교차로부근,10시-12시,267,09,사고건수
교차로부근,12시-14시,270,09,사고건수
교차로부근,14시-16시,323,09,사고건수
교차로부근,16시-18시,322,09,사고건수
교차로부근,18시-20시,341,09,사고건수
교차로부근,20시-22시,272,09,사고건수
교차로부근,22시-24시,214,09,사고건수
터널안,00시-02시,0,09,사망자수
터널안,02시-04시,1,09,사망자수
터널안,04시-06시,0,09,사망자수
터널안,06시-08시,0,09,사망자수
터널안,08시-10시,0,09,사망자수
터널안,10시-12시,2,09,사망자수
터널안,12시-14시,0,09,사망자수
터널안,14시-16시,0,09,사망자수
터널안,16시-18시,0,09,사망자수
터널안,18시-20시,0,09,사망자수
터널안,20시-22시,0,09,사망자수
터널안,22시-24시,0,09,사망자수
교량위,00시-02시,0,09,사망자수
교량위,02시-04시,0,09,사망자수
교량위,04시-06시,0,09,사망자수
교량위,06시-08시,0,09,사망자수
교량위,08시-10시,0,09,사망자수
교량위,10시-12시,0,09,사망자수
교량위,12시-14시,1,09,사망자수
교량위,14시-16시,3,09,사망자수
교량위,16시-18시,2,09,사망자수
교량위,18시-20시,1,09,사망자수
교량위,20시-22시,2,09,사망자수
교량위,22시-24시,0,09,사망자수
고가도로위,00시-02시,0,09,사망자수
고가도로위,02시-04시,0,09,사망자수
고가도로위,04시-06시,0,09,사망자수
고가도로위,06시-08시,0,09,사망자수
고가도로위,08시-10시,0,09,사망자수
고가도로위,10시-12시,0,09,사망자수
고가도로위,12시-14시,0,09,사망자수
고가도로위,14시-16시,0,09,사망자수
고가도로위,16시-18시,0,09,사망자수
고가도로위,18시-20시,0,09,사망자수
고가도로위,20시-22시,0,09,사망자수
고가도로위,22시-24시,0,09,사망자수
지하차도(도로)내,00시-02시,0,09,사망자수
지하차도(도로)내,02시-04시,0,09,사망자수
지하차도(도로)내,04시-06시,2,09,사망자수
지하차도(도로)내,06시-08시,1,09,사망자수
지하차도(도로)내,08시-10시,0,09,사망자수
지하차도(도로)내,10시-12시,1,09,사망자수
지하차도(도로)내,12시-14시,1,09,사망자수
지하차도(도로)내,14시-16시,1,09,사망자수
지하차도(도로)내,16시-18시,0,09,사망자수
지하차도(도로)내,18시-20시,0,09,사망자수
지하차도(도로)내,20시-22시,0,09,사망자수
지하차도(도로)내,22시-24시,0,09,사망자수
교차로내,00시-02시,5,09,사망자수
교차로내,02시-04시,1,09,사망자수
교차로내,04시-06시,5,09,사망자수
교차로내,06시-08시,1,09,사망자수
교차로내,08시-10시,2,09,사망자수
교차로내,10시-12시,10,09,사망자수
교차로내,12시-14시,8,09,사망자수
교차로내,14시-16시,3,09,사망자수
교차로내,16시-18시,7,09,사망자수
교차로내,18시-20시,6,09,사망자수
교차로내,20시-22시,2,09,사망자수
교차로내,22시-24시,5,09,사망자수
교차로횡단보도내,00시-02시,0,09,사망자수
교차로횡단보도내,02시-04시,1,09,사망자수
교차로횡단보도내,04시-06시,2,09,사망자수
교차로횡단보도내,06시-08시,0,09,사망자수
교차로횡단보도내,08시-10시,2,09,사망자수
교차로횡단보도내,10시-12시,1,09,사망자수
교차로횡단보도내,12시-14시,2,09,사망자수
교차로횡단보도내,14시-16시,1,09,사망자수
교차로횡단보도내,16시-18시,1,09,사망자수
교차로횡단보도내,18시-20시,0,09,사망자수
교차로횡단보도내,20시-22시,1,09,사망자수
교차로횡단보도내,22시-24시,1,09,사망자수
교차로부근,00시-02시,4,09,사망자수
교차로부근,02시-04시,0,09,사망자수
교차로부근,04시-06시,1,09,사망자수
교차로부근,06시-08시,1,09,사망자수
교차로부근,08시-10시,0,09,사망자수
교차로부근,10시-12시,0,09,사망자수
교차로부근,12시-14시,1,09,사망자수
교차로부근,14시-16시,3,09,사망자수
교차로부근,16시-18시,3,09,사망자수
교차로부근,18시-20시,4,09,사망자수
교차로부근,20시-22시,1,09,사망자수
교차로부근,22시-24시,0,09,사망자수
터널안,00시-02시,2,09,부상자수
터널안,02시-04시,0,09,부상자수
터널안,04시-06시,4,09,부상자수
터널안,06시-08시,10,09,부상자수
터널안,08시-10시,15,09,부상자수
터널안,10시-12시,21,09,부상자수
터널안,12시-14시,22,09,부상자수
터널안,14시-16시,22,09,부상자수
터널안,16시-18시,33,09,부상자수
터널안,18시-20시,29,09,부상자수
터널안,20시-22시,5,09,부상자수
터널안,22시-24시,7,09,부상자수
교량위,00시-02시,17,09,부상자수
교량위,02시-04시,6,09,부상자수
교량위,04시-06시,4,09,부상자수
교량위,06시-08시,9,09,부상자수
교량위,08시-10시,14,09,부상자수
교량위,10시-12시,24,09,부상자수
교량위,12시-14시,25,09,부상자수
교량위,14시-16시,19,09,부상자수
교량위,16시-18시,19,09,부상자수
교량위,18시-20시,41,09,부상자수
교량위,20시-22시,22,09,부상자수
교량위,22시-24시,28,09,부상자수
고가도로위,00시-02시,8,09,부상자수
고가도로위,02시-04시,2,09,부상자수
고가도로위,04시-06시,9,09,부상자수
고가도로위,06시-08시,3,09,부상자수
고가도로위,08시-10시,9,09,부상자수
고가도로위,10시-12시,11,09,부상자수
고가도로위,12시-14시,8,09,부상자수
고가도로위,14시-16시,8,09,부상자수
고가도로위,16시-18시,8,09,부상자수
고가도로위,18시-20시,25,09,부상자수
고가도로위,20시-22시,6,09,부상자수
고가도로위,22시-24시,9,09,부상자수
지하차도(도로)내,00시-02시,8,09,부상자수
지하차도(도로)내,02시-04시,3,09,부상자수
지하차도(도로)내,04시-06시,3,09,부상자수
지하차도(도로)내,06시-08시,10,09,부상자수
지하차도(도로)내,08시-10시,18,09,부상자수
지하차도(도로)내,10시-12시,21,09,부상자수
지하차도(도로)내,12시-14시,17,09,부상자수
지하차도(도로)내,14시-16시,30,09,부상자수
지하차도(도로)내,16시-18시,34,09,부상자수
지하차도(도로)내,18시-20시,39,09,부상자수
지하차도(도로)내,20시-22시,20,09,부상자수
지하차도(도로)내,22시-24시,15,09,부상자수
교차로내,00시-02시,238,09,부상자수
교차로내,02시-04시,98,09,부상자수
교차로내,04시-06시,180,09,부상자수
교차로내,06시-08시,368,09,부상자수
교차로내,08시-10시,769,09,부상자수
교차로내,10시-12시,843,09,부상자수
교차로내,12시-14시,900,09,부상자수
교차로내,14시-16시,948,09,부상자수
교차로내,16시-18시,1019,09,부상자수
교차로내,18시-20시,1007,09,부상자수
교차로내,20시-22시,683,09,부상자수
교차로내,22시-24시,501,09,부상자수
교차로횡단보도내,00시-02시,12,09,부상자수
교차로횡단보도내,02시-04시,4,09,부상자수
교차로횡단보도내,04시-06시,12,09,부상자수
교차로횡단보도내,06시-08시,25,09,부상자수
교차로횡단보도내,08시-10시,71,09,부상자수
교차로횡단보도내,10시-12시,55,09,부상자수
교차로횡단보도내,12시-14시,53,09,부상자수
교차로횡단보도내,14시-16시,73,09,부상자수
교차로횡단보도내,16시-18시,93,09,부상자수
교차로횡단보도내,18시-20시,144,09,부상자수
교차로횡단보도내,20시-22시,69,09,부상자수
교차로횡단보도내,22시-24시,50,09,부상자수
교차로부근,00시-02시,86,09,부상자수
교차로부근,02시-04시,35,09,부상자수
교차로부근,04시-06시,45,09,부상자수
교차로부근,06시-08시,153,09,부상자수
교차로부근,08시-10시,333,09,부상자수
교차로부근,10시-12시,374,09,부상자수
교차로부근,12시-14시,397,09,부상자수
교차로부근,14시-16시,468,09,부상자수
교차로부근,16시-18시,490,09,부상자수
교차로부근,18시-20시,467,09,부상자수
교차로부근,20시-22시,401,09,부상자수
교차로부근,22시-24시,342,09,부상자수
터널안,00시-02시,7,10,사고건수
터널안,02시-04시,3,10,사고건수
터널안,04시-06시,4,10,사고건수
터널안,06시-08시,5,10,사고건수
터널안,08시-10시,10,10,사고건수
터널안,10시-12시,7,10,사고건수
터널안,12시-14시,9,10,사고건수
터널안,14시-16시,7,10,사고건수
터널안,16시-18시,13,10,사고건수
터널안,18시-20시,10,10,사고건수
터널안,20시-22시,4,10,사고건수
터널안,22시-24시,10,10,사고건수
교량위,00시-02시,1,10,사고건수
교량위,02시-04시,4,10,사고건수
교량위,04시-06시,4,10,사고건수
교량위,06시-08시,10,10,사고건수
교량위,08시-10시,8,10,사고건수
교량위,10시-12시,9,10,사고건수
교량위,12시-14시,12,10,사고건수
교량위,14시-16시,17,10,사고건수
교량위,16시-18시,17,10,사고건수
교량위,18시-20시,27,10,사고건수
교량위,20시-22시,14,10,사고건수
교량위,22시-24시,10,10,사고건수
고가도로위,00시-02시,2,10,사고건수
고가도로위,02시-04시,0,10,사고건수
고가도로위,04시-06시,2,10,사고건수
고가도로위,06시-08시,3,10,사고건수
고가도로위,08시-10시,3,10,사고건수
고가도로위,10시-12시,10,10,사고건수
고가도로위,12시-14시,10,10,사고건수
고가도로위,14시-16시,3,10,사고건수
고가도로위,16시-18시,6,10,사고건수
고가도로위,18시-20시,6,10,사고건수
고가도로위,20시-22시,3,10,사고건수
고가도로위,22시-24시,3,10,사고건수
지하차도(도로)내,00시-02시,4,10,사고건수
지하차도(도로)내,02시-04시,3,10,사고건수
지하차도(도로)내,04시-06시,0,10,사고건수
지하차도(도로)내,06시-08시,12,10,사고건수
지하차도(도로)내,08시-10시,27,10,사고건수
지하차도(도로)내,10시-12시,15,10,사고건수
지하차도(도로)내,12시-14시,25,10,사고건수
지하차도(도로)내,14시-16시,17,10,사고건수
지하차도(도로)내,16시-18시,23,10,사고건수
지하차도(도로)내,18시-20시,35,10,사고건수
지하차도(도로)내,20시-22시,18,10,사고건수
지하차도(도로)내,22시-24시,15,10,사고건수
교차로내,00시-02시,165,10,사고건수
교차로내,02시-04시,54,10,사고건수
교차로내,04시-06시,126,10,사고건수
교차로내,06시-08시,291,10,사고건수
교차로내,08시-10시,578,10,사고건수
교차로내,10시-12시,598,10,사고건수
교차로내,12시-14시,614,10,사고건수
교차로내,14시-16시,637,10,사고건수
교차로내,16시-18시,675,10,사고건수
교차로내,18시-20시,901,10,사고건수
교차로내,20시-22시,450,10,사고건수
교차로내,22시-24시,383,10,사고건수
교차로횡단보도내,00시-02시,10,10,사고건수
교차로횡단보도내,02시-04시,2,10,사고건수
교차로횡단보도내,04시-06시,16,10,사고건수
교차로횡단보도내,06시-08시,32,10,사고건수
교차로횡단보도내,08시-10시,50,10,사고건수
교차로횡단보도내,10시-12시,56,10,사고건수
교차로횡단보도내,12시-14시,75,10,사고건수
교차로횡단보도내,14시-16시,70,10,사고건수
교차로횡단보도내,16시-18시,86,10,사고건수
교차로횡단보도내,18시-20시,118,10,사고건수
교차로횡단보도내,20시-22시,60,10,사고건수
교차로횡단보도내,22시-24시,40,10,사고건수
교차로부근,00시-02시,85,10,사고건수
교차로부근,02시-04시,30,10,사고건수
교차로부근,04시-06시,45,10,사고건수
교차로부근,06시-08시,144,10,사고건수
교차로부근,08시-10시,258,10,사고건수
교차로부근,10시-12시,251,10,사고건수
교차로부근,12시-14시,272,10,사고건수
교차로부근,14시-16시,292,10,사고건수
교차로부근,16시-18시,381,10,사고건수
교차로부근,18시-20시,446,10,사고건수
교차로부근,20시-22시,258,10,사고건수
교차로부근,22시-24시,288,10,사고건수
터널안,00시-02시,0,10,사망자수
터널안,02시-04시,0,10,사망자수
터널안,04시-06시,1,10,사망자수
터널안,06시-08시,0,10,사망자수
터널안,08시-10시,0,10,사망자수
터널안,10시-12시,0,10,사망자수
터널안,12시-14시,0,10,사망자수
터널안,14시-16시,0,10,사망자수
터널안,16시-18시,1,10,사망자수
터널안,18시-20시,0,10,사망자수
터널안,20시-22시,0,10,사망자수
터널안,22시-24시,0,10,사망자수
교량위,00시-02시,0,10,사망자수
교량위,02시-04시,0,10,사망자수
교량위,04시-06시,0,10,사망자수
교량위,06시-08시,0,10,사망자수
교량위,08시-10시,0,10,사망자수
교량위,10시-12시,0,10,사망자수
교량위,12시-14시,1,10,사망자수
교량위,14시-16시,2,10,사망자수
교량위,16시-18시,0,10,사망자수
교량위,18시-20시,1,10,사망자수
교량위,20시-22시,0,10,사망자수
교량위,22시-24시,0,10,사망자수
고가도로위,00시-02시,0,10,사망자수
고가도로위,02시-04시,0,10,사망자수
고가도로위,04시-06시,0,10,사망자수
고가도로위,06시-08시,0,10,사망자수
고가도로위,08시-10시,0,10,사망자수
고가도로위,10시-12시,0,10,사망자수
고가도로위,12시-14시,0,10,사망자수
고가도로위,14시-16시,0,10,사망자수
고가도로위,16시-18시,0,10,사망자수
고가도로위,18시-20시,0,10,사망자수
고가도로위,20시-22시,0,10,사망자수
고가도로위,22시-24시,0,10,사망자수
지하차도(도로)내,00시-02시,0,10,사망자수
지하차도(도로)내,02시-04시,0,10,사망자수
지하차도(도로)내,04시-06시,0,10,사망자수
지하차도(도로)내,06시-08시,0,10,사망자수
지하차도(도로)내,08시-10시,1,10,사망자수
지하차도(도로)내,10시-12시,1,10,사망자수
지하차도(도로)내,12시-14시,1,10,사망자수
지하차도(도로)내,14시-16시,0,10,사망자수
지하차도(도로)내,16시-18시,0,10,사망자수
지하차도(도로)내,18시-20시,1,10,사망자수
지하차도(도로)내,20시-22시,1,10,사망자수
지하차도(도로)내,22시-24시,1,10,사망자수
교차로내,00시-02시,2,10,사망자수
교차로내,02시-04시,3,10,사망자수
교차로내,04시-06시,3,10,사망자수
교차로내,06시-08시,7,10,사망자수
교차로내,08시-10시,5,10,사망자수
교차로내,10시-12시,3,10,사망자수
교차로내,12시-14시,7,10,사망자수
교차로내,14시-16시,5,10,사망자수
교차로내,16시-18시,8,10,사망자수
교차로내,18시-20시,4,10,사망자수
교차로내,20시-22시,5,10,사망자수
교차로내,22시-24시,6,10,사망자수
교차로횡단보도내,00시-02시,2,10,사망자수
교차로횡단보도내,02시-04시,1,10,사망자수
교차로횡단보도내,04시-06시,0,10,사망자수
교차로횡단보도내,06시-08시,1,10,사망자수
교차로횡단보도내,08시-10시,1,10,사망자수
교차로횡단보도내,10시-12시,2,10,사망자수
교차로횡단보도내,12시-14시,0,10,사망자수
교차로횡단보도내,14시-16시,2,10,사망자수
교차로횡단보도내,16시-18시,1,10,사망자수
교차로횡단보도내,18시-20시,2,10,사망자수
교차로횡단보도내,20시-22시,2,10,사망자수
교차로횡단보도내,22시-24시,2,10,사망자수
교차로부근,00시-02시,1,10,사망자수
교차로부근,02시-04시,1,10,사망자수
교차로부근,04시-06시,4,10,사망자수
교차로부근,06시-08시,3,10,사망자수
교차로부근,08시-10시,1,10,사망자수
교차로부근,10시-12시,2,10,사망자수
교차로부근,12시-14시,4,10,사망자수
교차로부근,14시-16시,1,10,사망자수
교차로부근,16시-18시,0,10,사망자수
교차로부근,18시-20시,9,10,사망자수
교차로부근,20시-22시,4,10,사망자수
교차로부근,22시-24시,5,10,사망자수
터널안,00시-02시,11,10,부상자수
터널안,02시-04시,4,10,부상자수
터널안,04시-06시,3,10,부상자수
터널안,06시-08시,8,10,부상자수
터널안,08시-10시,12,10,부상자수
터널안,10시-12시,15,10,부상자수
터널안,12시-14시,17,10,부상자수
터널안,14시-16시,12,10,부상자수
터널안,16시-18시,32,10,부상자수
터널안,18시-20시,11,10,부상자수
터널안,20시-22시,6,10,부상자수
터널안,22시-24시,13,10,부상자수
교량위,00시-02시,4,10,부상자수
교량위,02시-04시,9,10,부상자수
교량위,04시-06시,4,10,부상자수
교량위,06시-08시,19,10,부상자수
교량위,08시-10시,12,10,부상자수
교량위,10시-12시,17,10,부상자수
교량위,12시-14시,14,10,부상자수
교량위,14시-16시,27,10,부상자수
교량위,16시-18시,26,10,부상자수
교량위,18시-20시,50,10,부상자수
교량위,20시-22시,21,10,부상자수
교량위,22시-24시,15,10,부상자수
고가도로위,00시-02시,3,10,부상자수
고가도로위,02시-04시,0,10,부상자수
고가도로위,04시-06시,2,10,부상자수
고가도로위,06시-08시,4,10,부상자수
고가도로위,08시-10시,4,10,부상자수
고가도로위,10시-12시,17,10,부상자수
고가도로위,12시-14시,18,10,부상자수
고가도로위,14시-16시,3,10,부상자수
고가도로위,16시-18시,8,10,부상자수
고가도로위,18시-20시,21,10,부상자수
고가도로위,20시-22시,5,10,부상자수
고가도로위,22시-24시,4,10,부상자수
지하차도(도로)내,00시-02시,5,10,부상자수
지하차도(도로)내,02시-04시,3,10,부상자수
지하차도(도로)내,04시-06시,0,10,부상자수
지하차도(도로)내,06시-08시,13,10,부상자수
지하차도(도로)내,08시-10시,35,10,부상자수
지하차도(도로)내,10시-12시,37,10,부상자수
지하차도(도로)내,12시-14시,36,10,부상자수
지하차도(도로)내,14시-16시,27,10,부상자수
지하차도(도로)내,16시-18시,41,10,부상자수
지하차도(도로)내,18시-20시,47,10,부상자수
지하차도(도로)내,20시-22시,24,10,부상자수
지하차도(도로)내,22시-24시,18,10,부상자수
교차로내,00시-02시,268,10,부상자수
교차로내,02시-04시,85,10,부상자수
교차로내,04시-06시,180,10,부상자수
교차로내,06시-08시,390,10,부상자수
교차로내,08시-10시,859,10,부상자수
교차로내,10시-12시,848,10,부상자수
교차로내,12시-14시,925,10,부상자수
교차로내,14시-16시,969,10,부상자수
교차로내,16시-18시,985,10,부상자수
교차로내,18시-20시,1307,10,부상자수
교차로내,20시-22시,678,10,부상자수
교차로내,22시-24시,580,10,부상자수
교차로횡단보도내,00시-02시,10,10,부상자수
교차로횡단보도내,02시-04시,1,10,부상자수
교차로횡단보도내,04시-06시,17,10,부상자수
교차로횡단보도내,06시-08시,33,10,부상자수
교차로횡단보도내,08시-10시,50,10,부상자수
교차로횡단보도내,10시-12시,56,10,부상자수
교차로횡단보도내,12시-14시,89,10,부상자수
교차로횡단보도내,14시-16시,73,10,부상자수
교차로횡단보도내,16시-18시,101,10,부상자수
교차로횡단보도내,18시-20시,127,10,부상자수
교차로횡단보도내,20시-22시,65,10,부상자수
교차로횡단보도내,22시-24시,46,10,부상자수
교차로부근,00시-02시,121,10,부상자수
교차로부근,02시-04시,41,10,부상자수
교차로부근,04시-06시,58,10,부상자수
교차로부근,06시-08시,176,10,부상자수
교차로부근,08시-10시,347,10,부상자수
교차로부근,10시-12시,381,10,부상자수
교차로부근,12시-14시,404,10,부상자수
교차로부근,14시-16시,430,10,부상자수
교차로부근,16시-18시,548,10,부상자수
교차로부근,18시-20시,659,10,부상자수
교차로부근,20시-22시,394,10,부상자수
교차로부근,22시-24시,454,10,부상자수
터널안,00시-02시,4,11,사고건수
터널안,02시-04시,1,11,사고건수
터널안,04시-06시,4,11,사고건수
터널안,06시-08시,6,11,사고건수
터널안,08시-10시,6,11,사고건수
터널안,10시-12시,7,11,사고건수
터널안,12시-14시,7,11,사고건수
터널안,14시-16시,9,11,사고건수
터널안,16시-18시,7,11,사고건수
터널안,18시-20시,9,11,사고건수
터널안,20시-22시,6,11,사고건수
터널안,22시-24시,3,11,사고건수
교량위,00시-02시,2,11,사고건수
교량위,02시-04시,2,11,사고건수
교량위,04시-06시,3,11,사고건수
교량위,06시-08시,15,11,사고건수
교량위,08시-10시,15,11,사고건수
교량위,10시-12시,11,11,사고건수
교량위,12시-14시,7,11,사고건수
교량위,14시-16시,17,11,사고건수
교량위,16시-18시,31,11,사고건수
교량위,18시-20시,16,11,사고건수
교량위,20시-22시,5,11,사고건수
교량위,22시-24시,6,11,사고건수
고가도로위,00시-02시,2,11,사고건수
고가도로위,02시-04시,3,11,사고건수
고가도로위,04시-06시,2,11,사고건수
고가도로위,06시-08시,8,11,사고건수
고가도로위,08시-10시,5,11,사고건수
고가도로위,10시-12시,10,11,사고건수
고가도로위,12시-14시,7,11,사고건수
고가도로위,14시-16시,5,11,사고건수
고가도로위,16시-18시,5,11,사고건수
고가도로위,18시-20시,12,11,사고건수
고가도로위,20시-22시,5,11,사고건수
고가도로위,22시-24시,3,11,사고건수
지하차도(도로)내,00시-02시,5,11,사고건수
지하차도(도로)내,02시-04시,6,11,사고건수
지하차도(도로)내,04시-06시,2,11,사고건수
지하차도(도로)내,06시-08시,6,11,사고건수
지하차도(도로)내,08시-10시,17,11,사고건수
지하차도(도로)내,10시-12시,21,11,사고건수
지하차도(도로)내,12시-14시,20,11,사고건수
지하차도(도로)내,14시-16시,18,11,사고건수
지하차도(도로)내,16시-18시,15,11,사고건수
지하차도(도로)내,18시-20시,18,11,사고건수
지하차도(도로)내,20시-22시,13,11,사고건수
지하차도(도로)내,22시-24시,11,11,사고건수
교차로내,00시-02시,216,11,사고건수
교차로내,02시-04시,95,11,사고건수
교차로내,04시-06시,129,11,사고건수
교차로내,06시-08시,320,11,사고건수
교차로내,08시-10시,591,11,사고건수
교차로내,10시-12시,567,11,사고건수
교차로내,12시-14시,609,11,사고건수
교차로내,14시-16시,581,11,사고건수
교차로내,16시-18시,751,11,사고건수
교차로내,18시-20시,912,11,사고건수
교차로내,20시-22시,455,11,사고건수
교차로내,22시-24시,335,11,사고건수
교차로횡단보도내,00시-02시,19,11,사고건수
교차로횡단보도내,02시-04시,6,11,사고건수
교차로횡단보도내,04시-06시,15,11,사고건수
교차로횡단보도내,06시-08시,64,11,사고건수
교차로횡단보도내,08시-10시,64,11,사고건수
교차로횡단보도내,10시-12시,59,11,사고건수
교차로횡단보도내,12시-14시,53,11,사고건수
교차로횡단보도내,14시-16시,55,11,사고건수
교차로횡단보도내,16시-18시,78,11,사고건수
교차로횡단보도내,18시-20시,126,11,사고건수
교차로횡단보도내,20시-22시,62,11,사고건수
교차로횡단보도내,22시-24시,39,11,사고건수
교차로부근,00시-02시,130,11,사고건수
교차로부근,02시-04시,60,11,사고건수
교차로부근,04시-06시,51,11,사고건수
교차로부근,06시-08시,163,11,사고건수
교차로부근,08시-10시,259,11,사고건수
교차로부근,10시-12시,263,11,사고건수
교차로부근,12시-14시,262,11,사고건수
교차로부근,14시-16시,304,11,사고건수
교차로부근,16시-18시,356,11,사고건수
교차로부근,18시-20시,401,11,사고건수
교차로부근,20시-22시,257,11,사고건수
교차로부근,22시-24시,214,11,사고건수
터널안,00시-02시,2,11,사망자수
